Symbol,Name,Sector
LICI,Life Insurance Corporation Of India,Media & Entertainment
LIKHITHA,Likhitha Infrastructure Limited,Commodities
LINC,Linc Limited,Energy
LINCOLN,Lincoln Pharmaceuticals Limited,Public Sector Banks
LINDEINDIA,Linde India Limited,Public Sector Banks
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Services Sector
LLOYDSENT,Lloyds Enterprises Limited,Pharmaceuticals
LLOYDSME,Lloyds Metals And Energy Limited,Automobile
LMW,LMW Limited,Media & Entertainment
LODHA,Macrotech Developers Limited,Consumer Durables
LOKESHMACH,Lokesh Machines Limited,Midcap
LORDSCHLO,Lords Chloro Alkali Limited,Media & Entertainment
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Midcap
LOVABLE,Lovable Lingerie Limited,Realty
LOYALTEX,Loyal Textile Mills Limited,Public Sector Banks
LPDC,Landmark Property Development Company Limited,Pharmaceuticals
LT,Larsen & Toubro Limited,Consumer Durables
LTF,L&T Finance Limited,Information Technology
LTFOODS,LT Foods Limited,Midcap
LTIM,LTIMindtree Limited,Largecap
LTTS,L&T Technology Services Limited,Smallcap
LUMAXIND,Lumax Industries Limited,Media & Entertainment
LUMAXTECH,Lumax Auto Technologies Limited,Energy
LUPIN,Lupin Limited,Metals
LUXIND,Lux Industries Limited,Services Sector
LXCHEM,Laxmi Organic Industries Limited,Financial Services
LYKALABS,Lyka Labs Limited,Media & Entertainment
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Banks
MAANALU,Maan Aluminium Limited,Media & Entertainment
MACPOWER,Macpower CNC Machines Limited,Largecap
MADHAV,Madhav Marbles and Granites Limited,Energy
MADHUCON,Madhucon Projects Limited,Commodities
MADRASFERT,Madras Fertilizers Limited,Banks
MAGADSUGAR,Magadh Sugar & Energy Limited,FMCG
MAGNUM,Magnum Ventures Limited,Private Banks
MAHABANK,Bank of Maharashtra,Healthcare
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Banks
MAHASTEEL,Mahamaya Steel Industries Limited,Energy
MAHEPC,Mahindra EPC Irrigation Limited,Public Sector Banks
MAHESHWARI,Maheshwari Logistics Limited,Services Sector
MAHLIFE,Mahindra Lifespace Developers Limited,Oil & Gas
MAHLOG,Mahindra Logistics Limited,Pharmaceuticals
MAHSCOOTER,Maharashtra Scooters Limited,Realty
MAHSEAMLES,Maharashtra Seamless Limited,Commodities
MAITHANALL,Maithan Alloys Limited,FMCG
MALLCOM,Mallcom (India) Limited,Banks
MALUPAPER,Malu Paper Mills Limited,FMCG
MAMATA,Mamata Machinery Limited,Financial Services
MANAKALUCO,Manaksia Aluminium Company Limited,Midcap
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Banks
MANAKSIA,Manaksia Limited,Consumer Durables
MANAKSTEEL,Manaksia Steels Limited,Largecap
MANALIPETC,Manali Petrochemicals Limited,FMCG
MANAPPURAM,Manappuram Finance Limited,Metals
MANBA,Manba Finance Limited,Metals
MANCREDIT,Mangal Credit and Fincorp Limited,Pharmaceuticals
MANGALAM,Mangalam Drugs And Organics Limited,Public Sector Banks
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Information Technology
MANGLMCEM,Mangalam Cement Limited,Automobile
MANINDS,Man Industries (India) Limited,Public Sector Banks
MANINFRA,Man Infraconstruction Limited,Financial Services
MANKIND,Mankind Pharma Limited,Automobile
MANOMAY,Manomay Tex India Limited,Commodities
MANORAMA,Manorama Industries Limited,Energy
MANORG,Mangalam Organics Limited,Media & Entertainment
MANUGRAPH,Manugraph India Limited,Public Sector Banks
MANYAVAR,Vedant Fashions Limited,Smallcap
MAPMYINDIA,C.E. Info Systems Limited,Private Banks
MARALOVER,Maral Overseas Limited,Media & Entertainment
MARATHON,Marathon Nextgen Realty Limited,Smallcap
MARICO,Marico Limited,Midcap
MARINE,Marine Electricals (India) Limited,Realty
MARKSANS,Marksans Pharma Limited,Midcap
MARUTI,Maruti Suzuki India Limited,Midcap
MASFIN,MAS Financial Services Limited,Information Technology
MASKINVEST,Mask Investments Limited,Midcap
MASTEK,Mastek Limited,Private Banks
MASTERTR,Master Trust Limited,Energy
MATRIMONY,Matrimony.Com Limited,Metals
MAWANASUG,Mawana Sugars Limited,Consumer Durables
MAXESTATES,Max Estates Limited,Healthcare
MAXHEALTH,Max Healthcare Institute Limited,Automobile
MAXIND,Max India Limited,Realty
MAYURUNIQ,Mayur Uniquoters Ltd,Energy
MAZDA,Mazda Limited,Realty
MAZDOCK,Mazagon Dock Shipbuilders Limited,Services Sector
MBAPL,Madhya Bharat Agro Products Limited,Energy
MBLINFRA,MBL Infrastructure Limited,Consumer Durables
MCL,Madhav Copper Limited,Financial Services
MCLEODRUSS,Mcleod Russel India Limited,FMCG
MCLOUD,Magellanic Cloud Limited,Information Technology
MCX,Multi Commodity Exchange of India Limited,Healthcare
MEDANTA,Global Health Limited,Private Banks
MEDIASSIST,Medi Assist Healthcare Services Limited,Banks
MEDICAMEQ,Medicamen Biotech Limited,Midcap
MEDICO,Medico Remedies Limited,Midcap
MEDPLUS,Medplus Health Services Limited,Midcap
MEGASOFT,Megasoft Limited,Oil & Gas
MEGASTAR,Megastar Foods Limited,Healthcare
MENONBE,Menon Bearings Limited,Private Banks
MEP,MEP Infrastructure Developers Limited,Metals
METROBRAND,Metro Brands Limited,Largecap
METROPOLIS,Metropolis Healthcare Limited,FMCG
MFML,Mahalaxmi Fabric Mills Limited,Metals
MFSL,Max Financial Services Limited,Media & Entertainment
MGEL,Mangalam Global Enterprise Limited,Public Sector Banks
MGL,Mahanagar Gas Limited,Banks
MHLXMIRU,Mahalaxmi Rubtech Limited,Public Sector Banks
MHRIL,Mahindra Holidays & Resorts India Limited,Realty
MICEL,MIC Electronics Limited,Banks
MIDHANI,Mishra Dhatu Nigam Limited,Infrastructure
MINDACORP,Minda Corporation Limited,Public Sector Banks
MINDTECK,Mindteck (India) Limited,Midcap
MIRCELECTR,MIRC Electronics Limited,Healthcare
MIRZAINT,Mirza International Limited,Midcap
MITCON,MITCON Consultancy & Engineering Services Limited,Largecap
MITTAL,Mittal Life Style Limited,Midcap
MKPL,M K Proteins Limited,Midcap
MMFL,MM Forgings Limited,Pharmaceuticals
MMP,MMP Industries Limited,Infrastructure
MMTC,MMTC Limited,Smallcap
MOBIKWIK,One Mobikwik Systems Limited,Services Sector
MODIRUBBER,Modi Rubber Limited,Information Technology
MODISONLTD,MODISON LIMITED,Healthcare
MODTHREAD,Modern Threads (India) Limited,Oil & Gas
MOHITIND,Mohit Industries Limited,Public Sector Banks
MOIL,MOIL Limited,Private Banks
MOKSH,Moksh Ornaments Limited,Healthcare
MOL,Meghmani Organics Limited,Private Banks
MOLDTECH,Mold-Tek Technologies Limited,Metals
MOLDTKPAC,Mold-Tek Packaging Limited,Private Banks
MONARCH,Monarch Networth Capital Limited,Financial Services
MONTECARLO,Monte Carlo Fashions Limited,FMCG
MOREPENLAB,Morepen Laboratories Limited,FMCG
MOSCHIP,Moschip Technologies Limited,Oil & Gas
MOTHERSON,Samvardhana Motherson International Limited,Consumer Durables
MOTILALOFS,Motilal Oswal Financial Services Limited,Information Technology
MOTISONS,Motisons Jewellers Limited,FMCG
MOTOGENFIN,The Motor & General Finance Limited,Banks
MPHASIS,MphasiS Limited,Smallcap
MPSLTD,MPS Limited,Smallcap
MRF,MRF Limited,Commodities
MRPL,Mangalore Refinery and Petrochemicals Limited,FMCG
MSPL,MSP Steel & Power Limited,Infrastructure
MSTCLTD,Mstc Limited,Smallcap
MSUMI,Motherson Sumi Wiring India Limited,Services Sector
MTARTECH,Mtar Technologies Limited,Pharmaceuticals
MTEDUCARE,MT Educare Limited,Private Banks
MTNL,Mahanagar Telephone Nigam Limited,Consumer Durables
MUFIN,Mufin Green Finance Limited,FMCG
MUFTI,Credo Brands Marketing Limited,Midcap
MUKANDLTD,Mukand Limited,Public Sector Banks
MUKKA,Mukka Proteins Limited,Pharmaceuticals
MUKTAARTS,Mukta Arts Limited,Public Sector Banks
MUNJALAU,Munjal Auto Industries Limited,Realty
MUNJALSHOW,Munjal Showa Limited,Services Sector
MURUDCERA,Murudeshwar Ceramics Limited,Banks
MUTHOOTCAP,Muthoot Capital Services Limited,Realty
MUTHOOTFIN,Muthoot Finance Limited,Midcap
MUTHOOTMF,Muthoot Microfin Limited,Energy
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Media & Entertainment
NACLIND,NACL Industries Limited,Public Sector Banks
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Midcap
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Services Sector
NAGREEKEXP,Nagreeka Exports Limited,Midcap
NAHARCAP,Nahar Capital and Financial Services Limited,Midcap
NAHARINDUS,Nahar Industrial Enterprises Limited,Pharmaceuticals
NAHARPOLY,Nahar Poly Films Limited,Private Banks
NAHARSPING,Nahar Spinning Mills Limited,Services Sector
NARMADA,Narmada Agrobase Limited,Healthcare
NATCAPSUQ,Natural Capsules Limited,Metals
NATCOPHARM,Natco Pharma Limited,Oil & Gas
NATHBIOGEN,Nath Bio-Genes (India) Limited,Midcap
NATIONALUM,National Aluminium Company Limited,Energy
NAUKRI,Info Edge (India) Limited,Midcap
NAVA,NAVA LIMITED,Metals
NAVINFLUOR,Navin Fluorine International Limited,Information Technology
NAVKARCORP,Navkar Corporation Limited,Largecap
NAVKARURB,Navkar Urbanstructure Limited,Oil & Gas
NAVNETEDUL,Navneet Education Limited,Healthcare
NAZARA,Nazara Technologies Limited,Oil & Gas
NBCC,NBCC (India) Limited,Financial Services
NBIFIN,N. B. I. Industrial Finance Company Limited,Healthcare
NCC,NCC Limited,Smallcap
NCLIND,NCL Industries Limited,Public Sector Banks
NDGL,Naga Dhunseri Group Limited,Realty
NDL,Nandan Denim Limited,Infrastructure
NDLVENTURE,NDL Ventures Limited,FMCG
NDRAUTO,Ndr Auto Components Limited,Financial Services
NDTV,New Delhi Television Limited,Midcap
NECCLTD,North Eastern Carrying Corporation Limited,Public Sector Banks
NECLIFE,Nectar Lifesciences Limited,Metals
NELCAST,Nelcast Limited,FMCG
NELCO,NELCO Limited,Services Sector
NEOGEN,Neogen Chemicals Limited,Healthcare
NESCO,Nesco Limited,Private Banks
NESTLEIND,Nestle India Limited,Private Banks
NETWEB,Netweb Technologies India Limited,Information Technology
NEULANDLAB,Neuland Laboratories Limited,Energy
NEWGEN,Newgen Software Technologies Limited,Financial Services
NEXTMEDIA,Next Mediaworks Limited,Services Sector
NFL,National Fertilizers Limited,Largecap
NGIL,Nakoda Group of Industries Limited,Largecap
NGLFINE,NGL Fine-Chem Limited,Energy
NH,Narayana Hrudayalaya Ltd.,Public Sector Banks
NHPC,NHPC Limited,Services Sector
NIACL,The New India Assurance Company Limited,Realty
NIBE,NIBE Limited,Metals
NIBL,NRB Industrial Bearings Limited,Automobile
NIITLTD,NIIT Limited,Midcap
NIITMTS,NIIT Learning Systems Limited,Infrastructure
NILAINFRA,Nila Infrastructures Limited,Commodities
NILASPACES,Nila Spaces Limited,Consumer Durables
NILKAMAL,Nilkamal Limited,Public Sector Banks
NINSYS,NINtec Systems Limited,Consumer Durables
NIPPOBATRY,Indo-National Limited,Energy
NIRAJ,Niraj Cement Structurals Limited,Midcap
NIRAJISPAT,Niraj Ispat Industries Limited,Healthcare
NITCO,Nitco Limited,Consumer Durables
NITINSPIN,Nitin Spinners Limited,Services Sector
NITIRAJ,Nitiraj Engineers Limited,Information Technology
NIVABUPA,Niva Bupa Health Insurance Company Limited,Smallcap
NKIND,NK Industries Limited,Metals
NLCINDIA,NLC India Limited,Healthcare
NMDC,NMDC Limited,Banks
NOCIL,NOCIL Limited,Energy
NOIDATOLL,Noida Toll Bridge Company Limited,Realty
NORBTEAEXP,Norben Tea & Exports Limited,Energy
NORTHARC,Northern Arc Capital Limited,Smallcap
NOVAAGRI,Nova Agritech Limited,Infrastructure
NPST,Network People Services Technologies Limited,Automobile
NRAIL,N R Agarwal Industries Limited,Pharmaceuticals
NRBBEARING,NRB Bearing Limited,Public Sector Banks
NRL,Nupur Recyclers Limited,Public Sector Banks
NSIL,Nalwa Sons Investments Limited,Media & Entertainment
NSLNISP,NMDC Steel Limited,Energy
NTPC,NTPC Limited,Healthcare
NTPCGREEN,NTPC Green Energy Limited,Infrastructure
NUCLEUS,Nucleus Software Exports Limited,Services Sector
NURECA,Nureca Limited,Private Banks
NUVAMA,Nuvama Wealth Management Limited,Metals
NUVOCO,Nuvoco Vistas Corporation Limited,Energy
NYKAA,FSN E-Commerce Ventures Limited,Services Sector
OAL,Oriental Aromatics Limited,Energy
OBCL,Orissa Bengal Carrier Limited,Metals
OBEROIRLTY,Oberoi Realty Limited,Services Sector
OCCL,Oriental Carbon & Chemicals Limited,Financial Services
OCCLLTD,OCCL Limited,Banks
ODIGMA,Odigma Consultancy Solutions Limited,Private Banks
OFSS,Oracle Financial Services Software Limited,Metals
OIL,Oil India Limited,Energy
OILCOUNTUB,Oil Country Tubular Limited,Pharmaceuticals
OLAELEC,Ola Electric Mobility Limited,Banks
OLECTRA,Olectra Greentech Limited,Metals
OMAXAUTO,Omax Autos Limited,Smallcap
OMAXE,Omaxe Limited,Commodities
OMINFRAL,OM INFRA LIMITED,FMCG
ONELIFECAP,Onelife Capital Advisors Limited,Private Banks
ONEPOINT,One Point One Solutions Limited,Media & Entertainment
ONESOURCE,Onesource Specialty Pharma Limited,Largecap
ONGC,Oil & Natural Gas Corporation Limited,Banks
ONMOBILE,OnMobile Global Limited,Public Sector Banks
ONWARDTEC,Onward Technologies Limited,Oil & Gas
OPTIEMUS,Optiemus Infracom Limited,Healthcare
ORBTEXP,Orbit Exports Limited,Automobile
ORCHASP,Orchasp Limited,Smallcap
ORCHPHARMA,Orchid Pharma Limited,Energy
ORICONENT,Oricon Enterprises Limited,Healthcare
ORIENTALTL,Oriental Trimex Limited,Automobile
ORIENTBELL,Orient Bell Limited,Automobile
ORIENTCEM,Orient Cement Limited,Midcap
ORIENTCER,ORIENT CERATECH LIMITED,Oil & Gas
ORIENTELEC,Orient Electric Limited,Private Banks
ORIENTHOT,Oriental Hotels Limited,Realty
ORIENTLTD,Orient Press Limited,Automobile
ORIENTPPR,Orient Paper & Industries Limited,Services Sector
ORIENTTECH,Orient Technologies Limited,Realty
ORISSAMINE,The Orissa Minerals Development Company Limited,Metals
ORTINGLOBE,ORTIN GLOBAL LIMITED,Realty
OSIAHYPER,Osia Hyper Retail Limited,Healthcare
OSWALAGRO,Oswal Agro Mills Limited,Oil & Gas
OSWALGREEN,Oswal Greentech Limited,Smallcap
OSWALPUMPS,Oswal Pumps Limited,Banks
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Midcap
PAGEIND,Page Industries Limited,Services Sector
PAISALO,Paisalo Digital Limited,Public Sector Banks
PAKKA,PAKKA LIMITED,Realty
PALASHSECU,Palash Securities Limited,Smallcap
PALREDTEC,Palred Technologies Limited,Midcap
PANACEABIO,Panacea Biotec Limited,Banks
PANACHE,Panache Digilife Limited,Financial Services
PANAMAPET,Panama Petrochem Limited,Financial Services
PANSARI,Pansari Developers Limited,Metals
PAR,Par Drugs And Chemicals Limited,Metals
PARACABLES,Paramount Communications Limited,Consumer Durables
PARADEEP,Paradeep Phosphates Limited,Consumer Durables
PARAGMILK,Parag Milk Foods Limited,Healthcare
PARAS,Paras Defence and Space Technologies Limited,Smallcap
PARASPETRO,Paras Petrofils Limited,Pharmaceuticals
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Oil & Gas
PARSVNATH,Parsvnath Developers Limited,Infrastructure
PASUPTAC,Pasupati Acrylon Limited,Oil & Gas
PATANJALI,Patanjali Foods Limited,Metals
PATELENG,Patel Engineering Limited,Services Sector
PATINTLOG,Patel Integrated Logistics Limited,FMCG
PAVNAIND,Pavna Industries Limited,Realty
PAYTM,One 97 Communications Limited,Media & Entertainment
PCBL,PCBL Chemical Limited,Consumer Durables
PCJEWELLER,PC Jeweller Limited,Smallcap
PDMJEPAPER,Pudumjee Paper Products Limited,Largecap
PDSL,PDS Limited,Energy
PEARLPOLY,Pearl Polymers Limited,Healthcare
PEL,Piramal Enterprises Limited,Realty
PENIND,Pennar Industries Limited,Commodities
PENINLAND,Peninsula Land Limited,Services Sector
PERSISTENT,Persistent Systems Limited,Pharmaceuticals
PETRONET,Petronet LNG Limited,Midcap
PFC,Power Finance Corporation Limited,Media & Entertainment
PFIZER,Pfizer Limited,Smallcap
PFOCUS,Prime Focus Limited,Media & Entertainment
PFS,PTC India Financial Services Limited,Infrastructure
PGEL,PG Electroplast Limited,Automobile
PGHH,Procter & Gamble Hygiene and Health Care Limited,Smallcap
PGHL,Procter & Gamble Health Limited,Largecap
PGIL,Pearl Global Industries Limited,Pharmaceuticals
PHOENIXLTD,The Phoenix Mills Limited,Private Banks
PICCADIL,Piccadily Agro Industries Limited,Infrastructure
PIDILITIND,Pidilite Industries Limited,Infrastructure
PIGL,Power & Instrumentation (Gujarat) Limited,Public Sector Banks
PIIND,PI Industries Limited,Midcap
PILANIINVS,Pilani Investment and Industries Corporation Limited,Banks
PILITA,PIL ITALICA LIFESTYLE LIMITED,Oil & Gas
PIONEEREMB,Pioneer Embroideries Limited,Consumer Durables
PITTIENG,Pitti Engineering Limited,FMCG
PIXTRANS,Pix Transmissions Limited,Services Sector
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Financial Services
PLASTIBLEN,Plastiblends India Limited,Smallcap
PLATIND,Platinum Industries Limited,Metals
PLAZACABLE,Plaza Wires Limited,Oil & Gas
PNB,Punjab National Bank,Infrastructure
PNBGILTS,PNB Gilts Limited,Media & Entertainment
PNBHOUSING,PNB Housing Finance Limited,Private Banks
PNC,Pritish Nandy Communications Limited,Pharmaceuticals
PNCINFRA,PNC Infratech Limited,Public Sector Banks
PNGJL,P N Gadgil Jewellers Limited,Infrastructure
POCL,Pondy Oxides & Chemicals Limited,Banks
PODDARMENT,Poddar Pigments Limited,Healthcare
POKARNA,Pokarna Limited,Financial Services
POLICYBZR,PB Fintech Limited,Public Sector Banks
POLYCAB,Polycab India Limited,Private Banks
POLYMED,Poly Medicure Limited,Energy
POLYPLEX,Polyplex Corporation Limited,Pharmaceuticals
PONNIERODE,Ponni Sugars (Erode) Limited,Private Banks
POONAWALLA,Poonawalla Fincorp Limited,Healthcare
POWERGRID,Power Grid Corporation of India Limited,Public Sector Banks
POWERINDIA,Hitachi Energy India Limited,Information Technology
POWERMECH,Power Mech Projects Limited,Automobile
PPAP,PPAP Automotive Limited,Automobile
PPL,Prakash Pipes Limited,Services Sector
PPLPHARMA,Piramal Pharma Limited,Healthcare
PRABHA,Prabha Energy Limited,Oil & Gas
PRAENG,Prajay Engineers Syndicate Limited,Information Technology
PRAJIND,Praj Industries Limited,Media & Entertainment
PRAKASH,Prakash Industries Limited,Commodities
PRAKASHSTL,Prakash Steelage Limited,Banks
PRAXIS,Praxis Home Retail Limited,Energy
PRECAM,Precision Camshafts Limited,Financial Services
PRECOT,Precot Limited,Pharmaceuticals
PRECWIRE,Precision Wires India Limited,Smallcap
PREMEXPLN,Premier Explosives Limited,Financial Services
PREMIER,Premier Limited,Private Banks
PREMIERENE,Premier Energies Limited,Metals
PREMIERPOL,Premier Polyfilm Limited,Public Sector Banks
PRESTIGE,Prestige Estates Projects Limited,Services Sector
PRICOLLTD,Pricol Limited,Financial Services
PRIMESECU,Prime Securities Limited,Realty
PRIMO,Primo Chemicals Limited,Consumer Durables
PRINCEPIPE,Prince Pipes And Fittings Limited,Midcap
PRITI,Priti International Limited,Realty
PRITIKAUTO,Pritika Auto Industries Limited,Information Technology
PRIVISCL,Privi Speciality Chemicals Limited,FMCG
PROSTARM,Prostarm Info Systems Limited,Private Banks
PROTEAN,Protean eGov Technologies Limited,Healthcare
PROZONER,Prozone Realty Limited,Largecap
PRSMJOHNSN,Prism Johnson Limited,Financial Services
PRUDENT,Prudent Corporate Advisory Services Limited,Services Sector
PRUDMOULI,Prudential Sugar Corporation Limited,Services Sector
PSB,Punjab & Sind Bank,Energy
PSPPROJECT,PSP Projects Limited,FMCG
PTC,PTC India Limited,Public Sector Banks
PTCIL,PTC Industries Limited,Realty
PTL,PTL Enterprises Limited,Information Technology
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Healthcare
PURVA,Puravankara Limited,Healthcare
PVP,PVP Ventures Limited,Financial Services
PVRINOX,PVR INOX Limited,Infrastructure
PVSL,Popular Vehicles and Services Limited,Consumer Durables
PYRAMID,Pyramid Technoplast Limited,Pharmaceuticals
QPOWER,Quality Power Electrical Equipments Limited,Automobile
QUADFUTURE,Quadrant Future Tek Limited,Midcap
QUESS,Quess Corp Limited,Financial Services
QUICKHEAL,Quick Heal Technologies Limited,Private Banks
RACE,Race Eco Chain Limited,Automobile
RACLGEAR,RACL Geartech Limited,Midcap
RADAAN,Radaan Mediaworks India Limited,Automobile
RADHIKAJWE,Radhika Jeweltech Limited,Realty
RADIANTCMS,Radiant Cash Management Services Limited,Financial Services
RADICO,Radico Khaitan Limited,Healthcare
RADIOCITY,Music Broadcast Limited,Smallcap
RAILTEL,Railtel Corporation Of India Limited,Largecap
RAIN,Rain Industries Limited,Banks
RAINBOW,Rainbow Childrens Medicare Limited,Consumer Durables
RAJESHEXPO,Rajesh Exports Limited,Oil & Gas
RAJMET,Rajnandini Metal Limited,Realty
RAJOOENG,Rajoo Engineers Limited,Automobile
RAJRATAN,Rajratan Global Wire Limited,Services Sector
RAJRILTD,Raj Rayon Industries Limited,Public Sector Banks
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Durables
RAJTV,Raj Television Network Limited,Commodities
RALLIS,Rallis India Limited,Financial Services
RAMANEWS,Shree Rama Newsprint Limited,Information Technology
RAMAPHO,Rama Phosphates Limited,Realty
RAMASTEEL,Rama Steel Tubes Limited,Healthcare
RAMCOCEM,The Ramco Cements Limited,Midcap
RAMCOIND,Ramco Industries Limited,FMCG
RAMCOSYS,Ramco Systems Limited,Healthcare
RAMKY,Ramky Infrastructure Limited,Banks
RAMRAT,Ram Ratna Wires Limited,Realty
RANASUG,Rana Sugars Limited,Largecap
RANEHOLDIN,Rane Holdings Limited,Services Sector
RATEGAIN,Rategain Travel Technologies Limited,Automobile
RATNAMANI,Ratnamani Metals & Tubes Limited,Financial Services
RATNAVEER,Ratnaveer Precision Engineering Limited,Metals
RAYMOND,Raymond Limited,Automobile
RAYMONDLSL,Raymond Lifestyle Limited,Financial Services
RAYMONDREL,Raymond Realty Limited,Energy
RBA,Restaurant Brands Asia Limited,Automobile
RBLBANK,RBL Bank Limited,Financial Services
RBZJEWEL,RBZ Jewellers Limited,Energy
RCF,Rashtriya Chemicals and Fertilizers Limited,Financial Services
RECLTD,REC Limited,Energy
REDINGTON,Redington Limited,Automobile
REDTAPE,Redtape Limited,Energy
REFEX,Refex Industries Limited,Oil & Gas
REGENCERAM,Regency Ceramics Limited,Realty
RELAXO,Relaxo Footwears Limited,Energy
RELCHEMQ,Reliance Chemotex Industries Limited,Infrastructure
RELIABLE,Reliable Data Services Limited,Private Banks
RELIANCE,Reliance Industries Limited,Largecap
RELIGARE,Religare Enterprises Limited,Pharmaceuticals
RELINFRA,Reliance Infrastructure Limited,Public Sector Banks
RELTD,Ravindra Energy Limited,Banks
REMSONSIND,Remsons Industries Limited,Oil & Gas
RENUKA,Shree Renuka Sugars Limited,Largecap
REPCOHOME,Repco Home Finance Limited,Infrastructure
REPL,Rudrabhishek Enterprises Limited,Financial Services
REPRO,Repro India Limited,Public Sector Banks
RESPONIND,Responsive Industries Limited,Smallcap
RETAIL,JHS Svendgaard Retail Ventures Limited,FMCG
RGL,Renaissance Global Limited,Financial Services
RHFL,Reliance Home Finance Limited,Infrastructure
RHIM,RHI MAGNESITA INDIA LIMITED,Midcap
RHL,Robust Hotels Limited,Banks
RICOAUTO,Rico Auto Industries Limited,Midcap
RIIL,Reliance Industrial Infrastructure Limited,Information Technology
RISHABH,Rishabh Instruments Limited,Financial Services
RITCO,Ritco Logistics Limited,Largecap
RITES,RITES Limited,Banks
RKDL,Ravi Kumar Distilleries Limited,Consumer Durables
RKEC,RKEC Projects Limited,Public Sector Banks
RKFORGE,Ramkrishna Forgings Limited,Energy
RKSWAMY,R K Swamy Limited,Oil & Gas
RML,Rane (Madras) Limited,Realty
ROHLTD,Royal Orchid Hotels Limited,Banks
ROLEXRINGS,Rolex Rings Limited,Smallcap
ROLLT,Rollatainers Limited,Banks
ROLTA,Rolta India Limited,Midcap
ROML,Raj Oil Mills Limited,Oil & Gas
ROSSARI,Rossari Biotech Limited,Largecap
ROSSELLIND,Rossell India Limited,Media & Entertainment
ROSSTECH,Rossell Techsys Limited,Pharmaceuticals
ROTO,Roto Pumps Limited,Banks
ROUTE,ROUTE MOBILE LIMITED,Information Technology
RPEL,Raghav Productivity Enhancers Limited,Services Sector
RPGLIFE,RPG Life Sciences Limited,Private Banks
RPOWER,Reliance Power Limited,Services Sector
RPPINFRA,R.P.P. Infra Projects Limited,Financial Services
RPPL,Rajshree Polypack Limited,Largecap
RPSGVENT,RPSG VENTURES LIMITED,FMCG
RPTECH,Rashi Peripherals Limited,Financial Services
RRKABEL,R R Kabel Limited,Healthcare
RSSOFTWARE,R. S. Software (India) Limited,Services Sector
RSWM,RSWM Limited,Banks
RSYSTEMS,R Systems International Limited,Metals
RTNINDIA,RattanIndia Enterprises Limited,Commodities
RTNPOWER,RattanIndia Power Limited,Energy
RUBFILA,Rubfila International Limited,Healthcare
RUBYMILLS,The Ruby Mills Limited,Consumer Durables
RUCHINFRA,Ruchi Infrastructure Limited,Automobile
RUCHIRA,Ruchira Papers Limited,FMCG
RUPA,Rupa & Company Limited,Consumer Durables
RUSHIL,Rushil Decor Limited,Automobile
RUSTOMJEE,Keystone Realtors Limited,Healthcare
RVHL,Ravinder Heights Limited,Financial Services
RVNL,Rail Vikas Nigam Limited,Financial Services
RVTH,Revathi Equipment India Limited,Realty
SABEVENTS,Sab Events & Governance Now Media Limited,Realty
SABTNL,Sri Adhikari Brothers Television Network Limited,Smallcap
SADBHAV,Sadbhav Engineering Limited,Automobile
SADBHIN,Sadbhav Infrastructure Project Limited,Pharmaceuticals
SADHNANIQ,Sadhana Nitrochem Limited,Pharmaceuticals
SAFARI,Safari Industries (India) Limited,Largecap
SAGARDEEP,Sagardeep Alloys Limited,Metals
SAGCEM,Sagar Cements Limited,Realty
SAGILITY,Sagility India Limited,Commodities
SAH,Sah Polymers Limited,Largecap
SAHYADRI,Sahyadri Industries Limited,Healthcare
SAIL,Steel Authority of India Limited,Metals
SAILIFE,Sai Life Sciences Limited,Financial Services
SAKAR,Sakar Healthcare Limited,Information Technology
SAKHTISUG,Sakthi Sugars Limited,Financial Services
SAKSOFT,Saksoft Limited,Metals
SAKUMA,Sakuma Exports Limited,Financial Services
SALASAR,Salasar Techno Engineering Limited,Oil & Gas
SALONA,Salona Cotspin Limited,Commodities
SALSTEEL,S.A.L. Steel Limited,Private Banks
SALZERELEC,Salzer Electronics Limited,Information Technology
SAMBHAAV,Sambhaav Media Limited,Largecap
SAMBHV,Sambhv Steel Tubes Limited,Midcap
SAMHI,Samhi Hotels Limited,FMCG
SAMMAANCAP,Sammaan Capital Limited,FMCG
SAMPANN,Sampann Utpadan India Limited,Realty
SANATHAN,Sanathan Textiles Limited,Healthcare
SANDESH,The Sandesh Limited,Largecap
SANDHAR,Sandhar Technologies Limited,Banks
SANDUMA,Sandur Manganese & Iron Ores Limited,Smallcap
SANGAMIND,Sangam (India) Limited,Information Technology
SANGHIIND,Sanghi Industries Limited,Largecap
SANGHVIMOV,Sanghvi Movers Limited,Consumer Durables
SANGINITA,Sanginita Chemicals Limited,Banks
SANOFI,Sanofi India Limited,Largecap
